,created_at,favorite_count,location,retweet_count,text
67,Sun Mar 18 21:34:28 +0000 2018,0,No Location,156,"RT @frankcausa: ??TOP TEN DISRUPTIVE TECHNOLOGY TRENDS ??

#IOT #IIoT #cryptocurrency #bitcoin #blockchain #AI #artificalintelligence #mach…"
68,Sun Mar 18 21:33:56 +0000 2018,0,No Location,3,"RT @TENDARY_GAMES: AR Board game 
? TENDARY ? 
The #magic of #augmentedreality ??
#boardgames
#Tabletopgames #ar #arkit #BoardGame #boardga…"
69,Sun Mar 18 21:33:37 +0000 2018,0,No Location,25,RT @SOLELINKS: ? very dope box for sure @adidasoriginals #DEERUPT #giftedbyadidas #AugmentedReality https://t.co/P4bH88kgia
70,Sun Mar 18 21:30:25 +0000 2018,0,No Location,0,"L’Oreal adquiere Modiface, una compañía de crea aplicaciones de belleza con Realidad Aumentada #AugmentedReality… https://t.co/Pk6tkD7z6G"
71,Sun Mar 18 21:30:25 +0000 2018,0,No Location,0,"#Smartphone instead of eyes...?
#AugmentedReality #VirtualReality #AI 
@OTruta @mclynd @ahier @LouisSerge… https://t.co/hnsVs99ieg"
72,Sun Mar 18 21:28:34 +0000 2018,0,No Location,3,RT @quivervision: Have you tried out Quiver Masks yet? https://t.co/qozu0T8Ek3 Make you own colored #augmentedreality mask. Be sure to shar…
73,Sun Mar 18 21:27:21 +0000 2018,0,No Location,8,"RT @Ronald_vanLoon: #Digital #Technologies That Will #Transform the #CustomerExperience in the Future
by @hassanbawab @b2community |

Read…"
74,Sun Mar 18 21:25:10 +0000 2018,0,No Location,3,RT @ThrillerPodcast: L?k @adryenn CEO &amp; Founder of @lolydates is set to change the Dating World. ? We talk her New Augmented Reality Dating…
75,Sun Mar 18 21:24:29 +0000 2018,0,No Location,92,"RT @arconaico: Augmented Reality Glasses Bring U.S. Historic Sites to Life

https://t.co/OSRHxK1QwI
_______
 #augmentedreality #AR"
76,Sun Mar 18 21:22:51 +0000 2018,0,No Location,8,"RT @Ronald_vanLoon: #Digital #Technologies That Will #Transform the #CustomerExperience in the Future
by @hassanbawab @b2community |

Read…"
77,Sun Mar 18 21:15:20 +0000 2018,4,No Location,3,Have you tried out Quiver Masks yet? https://t.co/qozu0T8Ek3 Make you own colored #augmentedreality mask. Be sure t… https://t.co/RnQRxRWDAW
78,Sun Mar 18 21:13:24 +0000 2018,0,No Location,1,RT @hepanlol: Vivid is the world's most powerful #cryptocurrency portfolio platform. View your holdings in #AugmentedReality or use advance…
79,Sun Mar 18 21:13:14 +0000 2018,1,No Location,0,"NN - VR/AR
_
#FUI #HUD #uidesign #uxdesign #unity3d #AugmentedReality #VirtualReality https://t.co/4rWy3KS7X4"
80,Sun Mar 18 21:13:01 +0000 2018,0,No Location,8,"RT @LiquidHub: Internet of Things - Connecting everything 

#iOT #future #technology #AugmentedReality #AR #ML #MachineLearning #Fintech #V…"
81,Sun Mar 18 21:12:23 +0000 2018,0,No Location,7,"RT @MHiesboeck: Social media is embracing #AR

#VR #MR #AugmentedReality #MixedReality

@evankirstel @ipfconline1 @TheMisterFavor @Fisher85…"
82,Sun Mar 18 21:08:28 +0000 2018,0,No Location,7,"RT @MHiesboeck: Social media is embracing #AR

#VR #MR #AugmentedReality #MixedReality

@evankirstel @ipfconline1 @TheMisterFavor @Fisher85…"
83,Sun Mar 18 21:07:05 +0000 2018,1,No Location,0,Apple’s #augmentedreality #development platform is on the lookout for a #CMS! https://t.co/6x2uf8H00p
84,Sun Mar 18 21:05:25 +0000 2018,0,No Location,8,"RT @Ronald_vanLoon: #Digital #Technologies That Will #Transform the #CustomerExperience in the Future
by @hassanbawab @b2community |

Read…"
85,Sun Mar 18 21:04:00 +0000 2018,0,No Location,0,"#AugmentedReality #AR: This company is trying to build the #ARCloud 

GV leads $14.5 million investment in U.K. aug… https://t.co/EHkzNsRuNl"
86,Sun Mar 18 21:00:04 +0000 2018,0,No Location,0,"Patiently waiting for Airpods with IMU, compass, accelerometer etc.
Would be killer for #AR before we get #AugmentedReality glasses."
87,Sun Mar 18 21:00:01 +0000 2018,0,No Location,0,The future of learning: #VirtualReality (#VR) and #AugmentedReality (#AR) https://t.co/5lC61YLOwX
88,Sun Mar 18 20:59:32 +0000 2018,0,No Location,1,"RT @UKSiliconSouth: Are you an SME that's looking to learn about emerging technologies such as #AI, #Blockchain, #InternetOfThings, #Augmen…"
89,Sun Mar 18 20:57:51 +0000 2018,1,No Location,0,"!!! Twitter is reportedly planning to ban cryptocurrency ads !!!
#Technology #Trump #INDvsBAN #NidhasTrophy #tech… https://t.co/UnlpCfwjpA"
90,Sun Mar 18 20:57:40 +0000 2018,6,No Location,0,"#SocialMedia
Social media is embracing #AR

#VR #MR #AugmentedReality #MixedReality

@evankirstel @ipfconline1… https://t.co/XGcUrhaOi7"
91,Sun Mar 18 20:57:35 +0000 2018,0,No Location,19,"RT @HireMobiDev: [ #AugmentedReality ] 
Who’s Leading AR / VR growth ? 
#Infographic @PetiotEric @antgrasso  @DeepLearn007 @MikeQuindazzi @…"
92,Sun Mar 18 20:57:11 +0000 2018,0,No Location,0,"#AugmentedRealityConference, #AugmentedReality Samsung launches S9, S9+ in India: Price, specifications and all you… https://t.co/DWXUeDNPS8"
93,Sun Mar 18 20:57:01 +0000 2018,1,No Location,0,"“Decentraland, #VR #ShoppingDistrict and An #Entrepreneurial #Vision” by @CrowdConscious https://t.co/lLdM99OJAW… https://t.co/rDBXR1Pe9x"
94,Sun Mar 18 20:55:30 +0000 2018,0,No Location,3,"RT @Available4Sale: ? MixedReality365(.com) domain offered for sale!

#MixedReality #MR #MRMarketing #AugmentedReality #AR #ARMarketing #Vi…"
95,Sun Mar 18 20:55:25 +0000 2018,0,No Location,0,Vivid is the world's most powerful #cryptocurrency portfolio platform. View your holdings in #AugmentedReality or u… https://t.co/fH3mQc56RW
96,Sun Mar 18 20:55:05 +0000 2018,0,No Location,77,"RT @arconaico: Arcona's Whitelist is live now!

1? Join our Whitelist ?? ?? ?? https://t.co/ewSPTwi3rD … 
2? On April 14 you will be able t…"
97,Sun Mar 18 20:54:51 +0000 2018,0,No Location,19,"RT @apprealvr: 7 Ways Samsung Gear VR Is Transforming Business. https://t.co/887LZHzXF0

#AR #AugmentedReality #VR #VirtualReality #Technol…"
98,Sun Mar 18 20:54:03 +0000 2018,0,No Location,7,"RT @MHiesboeck: Social media is embracing #AR

#VR #MR #AugmentedReality #MixedReality

@evankirstel @ipfconline1 @TheMisterFavor @Fisher85…"
99,Sun Mar 18 20:53:42 +0000 2018,0,No Location,3,RT @ThrillerPodcast: L?k @adryenn CEO &amp; Founder of @lolydates is set to change the Dating World. ? We talk her New Augmented Reality Dating…
