,created_at,favorite_count,location,retweet_count,text
64,Sun Mar 18 23:10:11 +0000 2018,0,No Location,8,"RT @ahmedjr_16: 21 Best #DataScience Courses to Become the #DataScientist

https://t.co/MqP4EYtLZe

#AI #ArtificialIntelligence #BI #Machin…"
65,Sun Mar 18 23:10:00 +0000 2018,1,No Location,0,#2018 Trends: #MachineLearning will be the most important technology since the Internet. (IT News Africa) #ML… https://t.co/4DTSNbQeS1
66,Sun Mar 18 23:09:37 +0000 2018,0,No Location,9,"RT @Jadirectivestwt: Discount | 21 Best #DataScience Courses to Become the #DataScientist

https://t.co/21McNGteRQ

#AI #ArtificialIntellig…"
67,Sun Mar 18 23:09:37 +0000 2018,0,No Location,1,"RT @lending_times: RT @DeepLearn007: 8 things to know about #AI in #marketing 
#machinelearning #deeplearning #fintech #bigdata #ML #chatbo…"
68,Sun Mar 18 23:08:48 +0000 2018,0,No Location,13,"RT @iMariaJohnsen: Israeli security researchers claim it just takes a quick #Googlesearch to find #logindetails ?https://t.co/fgoJeN7oqB

#…"
69,Sun Mar 18 23:08:44 +0000 2018,0,No Location,96,"RT @Strat_AI: Scientist warns #ArtificialIntelligence could hack your brain (via @WEF @MikeQuindazzi @Strat_AI):

https://t.co/wlXPcJGGpo…"
70,Sun Mar 18 23:08:25 +0000 2018,0,No Location,12,"RT @ahmedjr_16: #Review of #DeepLearning A-Z™ Hands-On Artificial #NeuralNetworks 

https://t.co/eto1VuRdnM 

#DataScience #DataScientist #…"
71,Sun Mar 18 23:08:24 +0000 2018,0,No Location,12,"RT @ahmedjr_16: #Review of #DeepLearning A-Z™ Hands-On Artificial #NeuralNetworks 

https://t.co/eto1VuRdnM 

#DataScience #DataScientist #…"
72,Sun Mar 18 23:08:23 +0000 2018,0,No Location,13,RT @BristowColin: The advantages of #blockchain: #crypto #ico #bitcoin #fintech #insurtech #banking - via alvinfoo  https://t.co/Fd82YDZcDr…
73,Sun Mar 18 23:08:12 +0000 2018,0,No Location,13,RT @BristowColin: The advantages of #blockchain: #crypto #ico #bitcoin #fintech #insurtech #banking - via alvinfoo  https://t.co/Fd82YDZcDr…
74,Sun Mar 18 23:07:35 +0000 2018,0,No Location,12,RT @evankirstel: Blockchain will democratize innovation itself https://t.co/LQTMbBO0TO #BlockChain #Crypto #CryptoCurrencies #Cryptorevolut…
75,Sun Mar 18 23:07:34 +0000 2018,0,No Location,12,RT @evankirstel: Blockchain will democratize innovation itself https://t.co/LQTMbBO0TO #BlockChain #Crypto #CryptoCurrencies #Cryptorevolut…
76,Sun Mar 18 23:07:21 +0000 2018,0,No Location,9,"RT @Jadirectivestwt: Discount | 21 Best #DataScience Courses to Become the #DataScientist

https://t.co/21McNGteRQ

#AI #ArtificialIntellig…"
77,Sun Mar 18 23:07:12 +0000 2018,0,No Location,8,"RT @ahmedjr_16: 21 Best #DataScience Courses to Become the #DataScientist

https://t.co/MqP4EYcaAE

#AI #ArtificialIntelligence #BI #Machin…"
78,Sun Mar 18 23:06:57 +0000 2018,0,No Location,3,RT @evankirstel: QoS vs QoE https://t.co/y3C7SqVYmG #IoT #IIoT #AI #ML #DL #InternetOfThings #ArtificialIntelligence #MachineLearning #Deep…
79,Sun Mar 18 23:06:56 +0000 2018,0,No Location,6,RT @evankirstel: Artificial intelligence may help prevent physician burnout https://t.co/52DCqkLkKM #ArtificialIntelligence #AI #IoT #Inter…
